step,accuracy,loss
0,0.0546875,0.8100587725639343
100,0.729453125,0.2414845433831215
200,0.963984375,0.04720611765980721
300,0.975703125,0.031270861364901065
400,0.981796875,0.023714513154700398
500,0.985546875,0.019794420637190342
600,0.98796875,0.016517021371982993
700,0.99015625,0.014483744488097727
800,0.988125,0.015280724046751857
900,0.990703125,0.01238113910658285
1000,0.992109375,0.010141873299144209
1100,0.992890625,0.010100773018784821
1200,0.99203125,0.01050789758330211
1300,0.9940625,0.009167222026735544
1400,0.995546875,0.006892742427298799
1500,0.994375,0.00737994225230068
1600,0.995,0.007175457286648452
1700,0.99453125,0.007612243304029107
1800,0.996015625,0.005938774242531508
1900,0.996328125,0.005371114902663976
2000,0.996953125,0.004907470539910719
2100,0.997109375,0.004993086766917259
2200,0.997265625,0.005049367094761692
2300,0.9975,0.004138307416578755
2400,0.997734375,0.004169468503678217
2500,0.99796875,0.00403149955207482
2600,0.997578125,0.0038991547655314205
2700,0.998359375,0.002614999494398944
2800,0.998046875,0.002850914085865952
2900,0.9990625,0.002588084365706891
3000,0.9978125,0.003329855030751787
3100,0.999140625,0.002164489226124715
3200,0.99921875,0.00200638354930561
3300,0.99828125,0.002597451471083332
3400,0.99875,0.0025788062901119704
3500,0.99953125,0.001543476774240844
3600,0.99984375,0.0011878473935939837
3700,0.999453125,0.001483607016998576
3800,0.999140625,0.001684698598110117
3900,0.99890625,0.001751634077518247
4000,0.999140625,0.0012140902240935247
4100,0.999765625,0.0009722443246573675
4200,0.999609375,0.0012591609681840055
4300,0.99953125,0.001245974866906181
4400,0.999453125,0.0008449628745438531
4500,0.999453125,0.001105976238468429
4600,0.999921875,0.0009760939171246718
4700,0.99984375,0.0011056023417040707
4800,0.9996875,0.0008362461245269515
4900,0.999921875,0.0008584921069268602
5000,0.999453125,0.0011590155781595968
5100,0.9996875,0.0014970652436022648
5200,0.999609375,0.0017672307227621787
5300,0.999765625,0.0014883092965465039
5400,0.9996875,0.0015239485350321048
5500,0.999375,0.0019563404395012184
5600,0.998671875,0.003459208464482799
5700,0.99921875,0.0029523129889275877
5800,0.998984375,0.002226241042953916
5900,0.999453125,0.0016180037436424755
6000,0.9990625,0.002197457341826521
6100,0.999453125,0.0012930100350058637
6200,0.9996875,0.00086195299969404
6300,0.999765625,0.0008983055473072454
6400,0.9996875,0.0011909908676170744
6500,0.999765625,0.0007660748015769059
6600,0.99984375,0.0005743593545776093
6700,0.999921875,0.0005017023253458319
6800,0.999765625,0.0006089470394363161
6900,0.9996875,0.000871971818851307
7000,1.0,0.0005509984739182983
7100,0.999921875,0.0003825302695622668
7200,0.999921875,0.00044642420289164875
7300,0.999921875,0.0005927356257598149
7400,0.999921875,0.0006033116904291091
7500,0.9996875,0.0007617707700410392
7600,0.999921875,0.0011180245081777685
7700,0.999453125,0.0021408453505137003
7800,0.999609375,0.001967144522059243
7900,0.99875,0.0023178589006420227
8000,0.9990625,0.0024060270388145
8100,0.99859375,0.002854139828705229
8200,0.99921875,0.002031894643441774
8300,0.999609375,0.0014289806298620534
8400,0.999453125,0.0010855473540141247
8500,0.999765625,0.001016458940866869
